STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,decision,Decision,isco08,International Standard Classification of Occupations 2008 (ISCO-08),citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,MT,Malta,2022,,8,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,MT,Malta,2023,,6,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,NL,Netherlands,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,NL,Netherlands,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,NL,Netherlands,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,PL,Poland,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,PL,Poland,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,PL,Poland,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,PT,Portugal,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,PT,Portugal,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,PT,Portugal,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,RO,Romania,2021,,34,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,RO,Romania,2022,,17,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,RO,Romania,2023,,44,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SE,Sweden,2021,,4,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SE,Sweden,2022,,4,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SE,Sweden,2023,,6,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SI,Slovenia,2021,,3,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SI,Slovenia,2022,,5,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SI,Slovenia,2023,,9,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SK,Slovakia,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SK,Slovakia,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC24,Business and administration professionals,TOTAL,Total,SK,Slovakia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,AT,Austria,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,AT,Austria,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,BE,Belgium,2021,,13,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,BE,Belgium,2022,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,BE,Belgium,2023,,21,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,BG,Bulgaria,2021,,67,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,BG,Bulgaria,2022,,87,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,BG,Bulgaria,2023,,130,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,CY,Cyprus,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,CY,Cyprus,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,CY,Cyprus,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,CZ,Czechia,2021,,181,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,CZ,Czechia,2022,,215,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,CZ,Czechia,2023,,389,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,DE,Germany,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,DE,Germany,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,DE,Germany,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,DK,Denmark,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,DK,Denmark,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,DK,Denmark,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,EE,Estonia,2021,,13,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,EE,Estonia,2022,,15,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,EE,Estonia,2023,,10,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,EL,Greece,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,EL,Greece,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,EL,Greece,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,ES,Spain,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,ES,Spain,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,ES,Spain,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,FI,Finland,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,FI,Finland,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,FI,Finland,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,FR,France,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,FR,France,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,FR,France,2023,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,HR,Croatia,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,HR,Croatia,2022,,8,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,HR,Croatia,2023,,18,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,HU,Hungary,2021,,8,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,HU,Hungary,2022,,5,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,HU,Hungary,2023,,64,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,IE,Ireland,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,IE,Ireland,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,IE,Ireland,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LT,Lithuania,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LT,Lithuania,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LT,Lithuania,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LU,Luxembourg,2021,,70,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LU,Luxembourg,2022,,129,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LU,Luxembourg,2023,,160,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LV,Latvia,2021,,306,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LV,Latvia,2022,,367,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,LV,Latvia,2023,,458,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,MT,Malta,2021,,4,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,MT,Malta,2022,,7,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,MT,Malta,2023,,12,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,NL,Netherlands,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,NL,Netherlands,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,NL,Netherlands,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,PL,Poland,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,PL,Poland,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,PL,Poland,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,PT,Portugal,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,PT,Portugal,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,PT,Portugal,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,RO,Romania,2021,,36,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,RO,Romania,2022,,19,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,RO,Romania,2023,,53,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SE,Sweden,2021,,23,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SE,Sweden,2022,,29,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SE,Sweden,2023,,32,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SI,Slovenia,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SI,Slovenia,2022,,8,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SI,Slovenia,2023,,12,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SK,Slovakia,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SK,Slovakia,2022,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC25,Information and communications technology professionals,TOTAL,Total,SK,Slovakia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,AT,Austria,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,AT,Austria,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,BE,Belgium,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,BE,Belgium,2022,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,BE,Belgium,2023,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,BG,Bulgaria,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,BG,Bulgaria,2022,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,BG,Bulgaria,2023,,2,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,CY,Cyprus,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,CY,Cyprus,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,CY,Cyprus,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,CZ,Czechia,2021,,5,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,CZ,Czechia,2022,,2,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,RNEW,Decision to renew,OC26,"Legal, social and cultural professionals",TOTAL,Total,CZ,Czechia,2023,,6,,,,,
